company_name,category,description,website,phone,email,detail_url
CHOP HUP CHONG FOOD INDUSTRIES PTE LTD,Meat Processing Establishments,"Chop Hup Chong Food Industries Pte Ltd is a leading provider of meat-related products, with a proud history dating back to the early 1970s. Incorporated...",https://chophupchong.com.sg,(65) 6759 0988,gsales@chcfi.com.sg,https://www.agri-biz.com/company-details/chop-hup-chong-food-industries-pte-ltd/
CHUAN HIAP HIN SAUCE FACTORY PTE LTD,Sauces,"Manufacturer and distributor of ""BELL"" brand's range of quality soya sauce and food condiments. We also provide contract manufacturing and packing for customers with their...",https://chuanhiaphin.com.sg,(65) 6779 5082,wenhao.chhsf@gmail.com,https://www.agri-biz.com/company-details/chuan-hiap-hin-sauce-factory-pte-ltd/
CHUAN LECK FOOD INDUSTRIES PTE LTD,Confectionery & Pastry Products,"Established in 1995, Chuan Leck Food Industries is a leading supplier of confectionery/pastry fillings in Singapore. With at least 20 years of experience in the...",https://chuanleckfood.com.sg,(65) 6481 1227,sales@chuanleckfood.com.sg,https://www.agri-biz.com/company-details/chuan-leck-food-industries-pte-ltd/
CREMELAND PTE LTD,Sauces,We manufacture: ? Mayonnaise ? Eggless salad dressing ? Salad dressing ? Soya bean oil ? Nacho cheese We import premium Italian products: ? Balsamic...,https://cremeland.com.sg,(65) 6742 4668,cremeland@singnet.com.sg,https://www.agri-biz.com/company-details/cremeland-pte-ltd/
CULINA PTE LTD,Beverages,Culina is Singapore's leading purveyor of gourmet foods and wines with the core focus of bringing quality and the finest products to our customers.We partner...,https://culina.com.sg,(65) 6753 6966,info@culina.com.sg,https://www.agri-biz.com/company-details/culina-pte-ltd/
CWT PTE. LIMITED,Cold Stores,CWT is a leading provider of integrated logistics and supply chain solutions with more than 50 years of proven track record. CWT Cold Chain Logistics...,https://cwtlimited.com,(65) 6262 6888,e-mail@cwtlimited.com,https://www.agri-biz.com/company-details/cwt-pte-limited/
D.A. FOODS INDUSTRIES PTE LTD,Ducks - Importers & Exporters,"D.A. Foods is a duck abattoir & wholesaler, distributor of fresh poultry and pork products with more than 20 years experience. We deliver to roasting...",,(65) 6756 8173,,https://www.agri-biz.com/company-details/d-a-foods-industries-pte-ltd/
DASOON PTE LTD,Eggs,"Importer, Trading, Wholesale And Repacking Of Eggs",https://dasoon.com.sg,(65) 6469 9861,kaijun@lianfong.com.sg,https://www.agri-biz.com/company-details/dasoon-pte-ltd/
EASTERN HARVEST FOODS (SINGAPORE) PTE LTD,Fish & Seafood Products - Importers & Exporters,"Eastern Harvest Foods is a premier distributor of frozen meats, seafood, and Japanese foods, dairy, cheese and vegetable with over 20 years of experience. As...",https://easternharvest.com.sg,(65) 6779 1748,enquiry@easternharvest.com.sg,https://www.agri-biz.com/company-details/eastern-harvest-foods-singapore-pte-ltd/
ELLAZIQ PTE LTD,Meat Processing Establishments,Ellaziq was established as the halal food specialist in 2009 focusing on supplying the Muslim market with high quality Halal certified processed meat. Ellaziq operate...,https://ellaziq.com,(65) 6758 7530,enquiry-el@ellaziq.com,https://www.agri-biz.com/company-details/ellaziq-pte-ltd/
ENG BEE FOODSTUFFS MFG PTE LTD,Confectionery & Bakery Supplies,,https://engbeefood.com,(65) 6284 1982,sales@engbeefood.com,https://www.agri-biz.com/company-details/eng-bee-foodstuffs-mfg-pte-ltd/
EXTRA EXCELLENCE MANUFACTURING (S) PTE LTD,Beverages,"Manufacturing and packing of powdered beverages, food capsules and tea products.",,(65) 6752 1819,admin@mfg.eexcel.com.sg,https://www.agri-biz.com/company-details/extra-excellence-manufacturing-s-pte-ltd/
FORTUNE FOOD (S) PTE LTD,Foods - Ready to Serve,"We specialise in handmade popiah skin and kueh pie ti shells. DIY (Do-It-Yourself) popiah, kueh pie ti, muah chee and laksa party sets (inclusive of...",https://fortunefood.sg,(65) 6243 2118,info@fortunefood.sg,https://www.agri-biz.com/company-details/fortune-food-s-pte-ltd/
FRESH & GREEN WHOLESALER PTE LTD,Fruits & Vegetables - Wholesalers & Traders,Fresh & Green Wholesaler Pte Ltd started out as an importer and distributor of fresh vegetables more than 10 years ago in 2010. Fresh &...,https://freshngreen.sg,(65) 6777 1606,fng@freshngreen.com.sg,https://www.agri-biz.com/company-details/fresh-green-wholesaler-pte-ltd/
FRESHMART SINGAPORE PTE LTD,Fruits & Vegetables - Importers & Exporters,,https://fmart.com.sg,(65) 6779 7111,contactus@fmart.com.sg,https://www.agri-biz.com/company-details/freshmart-singapore-pte-ltd/
FU XIN EGG SUPPLIER PTE LTD,Egg Processing Factories,"Founded in 2015, Fu Xin aims to meet our customers\' needs while offering affordable price. We pride ourselves in delivering good services and trust which...",,(65) 9880 4951,fuxinegg@gmail.com,https://www.agri-biz.com/company-details/fu-xin-egg-supplier-pte-ltd/
FU ZHONG HUA (IMP & EXP) PTE LTD,Canned Foods,"Fu Zhong Hua was established since 1996 as an importer, exporter and wholesaler of provision goods. We do packaging for all festival season & supplying...",https://fzh.com.sg,(65) 6872 2821,sales@fzh.com.sg,https://www.agri-biz.com/company-details/fu-zhong-hua-imp-exp-pte-ltd/
FUJI OIL (SINGAPORE) PTE LTD,Edible Oils,Fuji Oil Singapore belongs to a group of companies under Fuji Oil Asia Pte Ltd which is the Regional HQ for the Asia & Oceania...,https://fujioil.com.sg,(65) 6758 1801,,https://www.agri-biz.com/company-details/fuji-oil-singapore-pte-ltd/
G3 SYSTEM PTE LTD,Food Automation Systems,G3 System Pte Ltd was incorporated in February 1997. We are affiliated with Mitec Automation Pte Ltd. We have combined 30 plus years of experience...,https://g3system.com.sg,(65) 9852 5735,,https://www.agri-biz.com/company-details/g3-system-pte-ltd/
GAINSWELL TRADING PTE LTD,Bird's Nest,"Gainswell Trading Pte Ltd imports, exports and wholesale a variety of products for F&Bs, Food Factories and Retailers: - Bird’s Nest (Dried and Bottled) -...",https://beesbrand.com.sg,(65) 6535 5118,gainswell@singnet.com.sg,https://www.agri-biz.com/company-details/gainswell-trading-pte-ltd/
GLOBAL PIONEER PTE LTD,Food & Beverages - Trading,,,(65) 6904 4014,,https://www.agri-biz.com/company-details/global-pioneer-pte-ltd/
GOURMET FOOD SAFETY CONSULTANCY,Consultants,"Gourmet Food Safety Consultancy part of GFSC Pte Ltd is a consulting business specialising in: Customised food safety consultation Customised food safety hygiene training, audit...",https://gourmetfoodsafety.com,(65) 9179 7675,,https://www.agri-biz.com/company-details/gourmet-food-safety-consultancy/
GOURMET TRENDZ PTE LTD,Fish & Seafood Products - Importers & Exporters,Our product:• Sutchi Fillet/Prawns• Processed Frozen SeafoodSupply to Wholesaler and Horeca Industry.Member of SIAS,,(65) 6694 5996,enquiry.gourmettrendz@gmail.com,https://www.agri-biz.com/company-details/gourmet-trendz-pte-ltd/
HANIFAA FROZEN FOOD PTE LTD,Meat & Meat Products - Importers & Exporters,Hanifaa Frozen Food Pte Ltd take pride in having over 50 years excellence in the food industry. It was established in 1958 - Reliability and...,https://hanifaafrozen.sg,(65) 6744 2933,info@hanifaafrozenfood.com,https://www.agri-biz.com/company-details/hanifaa-frozen-food-pte-ltd/
HENG GUAN FOOD INDUSTRIAL PTE LTD,Coconut Milk,"Manufacturing of pasteurised coconut milk, liquid whole egg, egg white, egg yolk, tetrapak coconut milk.",https://hengguanfood.com,(65) 6759 3688,sales@hgf.com.sg,https://www.agri-biz.com/company-details/heng-guan-food-industrial-pte-ltd/
HENG KHWEE HENG POULTRY FACTORY PTE LTD,Slaughter Houses,Heng Khwee Heng Poultry Factory Pte Ltd is one of the largest local abattoirs and has been specialising in poultry business for more than 40...,https://hengkhweeheng.com,(65) 6288 1233,hengkhweeheng@gmail.com,https://www.agri-biz.com/company-details/heng-khwee-heng-poultry-factory-pte-ltd/
HLRB FOOD PTE LTD,Chickens - Importers & Exporters,"HLRB Food Pte Ltd is a member of Huat Lai Resources Berhad, one of the leading poultry producers in Malaysia. We specialised in the supply...",,(65) 6257 9909,hello@hlrbfood.com.sg,https://www.agri-biz.com/company-details/hlrb-food-pte-ltd/
HUA HNG TRADING CO PTE LTD,Landscaping Equipment & Supplies,"Supplier for plants, pots and landscape materialsImporter & exporterProvision of landscaping servicesPlant propagation nurseryOther addressEmail: sales@huahng.com.sgMember of SFA",https://huahng.com.sg,(65) 6257 3259,info@huahng.com.sg,https://www.agri-biz.com/company-details/hua-hng-trading-co-pte-ltd/
IGLOO FOOD PTE LTD,Fish & Seafood Products - Wholesalers & Traders,"Established in 2009, Igloo Food has gained recognition in the Singapore business community for:Our extensive variety of quality frozen seafood and meat, as well as...",https://igloofood.com.sg,(65) 6775 3432,sales@igloofood.com.sg,https://www.agri-biz.com/company-details/igloo-food-pte-ltd/
INTERTEK TESTING SERVICES (SINGAPORE) PTE LTD,Testing Services,"Intertek is the leading quality solutions provider to industries worldwide. From auditing and inspection, to testing, training, advisory, quality assurance and certifications.",https://inter-tek.com,(65) 6805 4888,mys-nta.sales@intertek.com,https://www.agri-biz.com/company-details/intertek-testing-services-singapore-pte-ltd/
KENDO TRADING PTE LTD,Meat Processing Establishments,Kendo Trading Pte Ltd was set up in 1990 with the mission to provide the freshest and finest ducks to satisfy the palates of discerning...,https://kendo.com.sg,(65) 6778 7477,kendo@kendo.com.sg,https://www.agri-biz.com/company-details/kendo-trading-pte-ltd/
KH ROBERTS PTE LTD,Food Additives,"At KH Roberts, we craft future flavours that bring delight and imagination to the world. As one of Asia's leading creators of aromas and tastes,...",https://kh-roberts.com,(65) 6265 0410,info@kh-roberts.com,https://www.agri-biz.com/company-details/kh-roberts-pte-ltd/
KIAN SENG FRESH PRODUCE PTE LTD,Fruits & Vegetables - Importers & Exporters,"Importer, exporter & distributor of fresh fruits & other agricultural products.We supply fresh produce to Supermarkets, Traditional/Wholesale Markets, E-Commerce Platforms and Food Service Providers in...",https://kiansengfp.com.sg,(65) 6776 8566,general@kiansengfp.com.sg,https://www.agri-biz.com/company-details/kian-seng-fresh-produce-pte-ltd/
KIBUN FOODS SINGAPORE PTE LTD,Frozen Foods - Distributors & Wholesalers,"We are dealing in importing and exporting of processed fishcakes, fish paste, soya bean products, Chuka items like wakame, hotate, kurage, Japanese cream puffs, Daifuku...",https://kibun.com.sg,(65) 6466 7887,christopher@kibun.com.sg,https://www.agri-biz.com/company-details/kibun-foods-singapore-pte-ltd/
KIM LOONG FROZEN FOOD PTE LTD,Frozen Foods - Distributors & Wholesalers,"Incorporated in 2017, Kim Loong Frozen Food Pte Ltd has been serving the growing demands of quality frozen seafood and meat products for local restaurants,...",,(65) 9141 1144,kimloongfrozen@gmail.com,https://www.agri-biz.com/company-details/kim-loong-frozen-food-pte-ltd/
KIRIN SEAFOOD SUPPLY PTE LTD,Fish & Seafood Products - Importers & Exporters,"At Kirin Seafood Supply, we are committed to supply you with comprehensive range of live mud crabs mainly from Philippines, Africa and Indonesia. An assurance...",https://kirinseafoodsupply.com,(65) 6920 8807,serenesng@kirinseafoodsupply.com,https://www.agri-biz.com/company-details/kirin-seafood-supply-pte-ltd/
KONG GUAN DUMPLING/PAU MFR PTE LTD,Confectionery & Pastry Products,Kong Guan is the market leader in traditional pau (Chinese steamed buns) and timsum in Singapore. We manufacture our products using modern production technology and...,https://kongguan.com.sg,(65) 6776 6688,kongguan@kongguan.com.sg,https://www.agri-biz.com/company-details/kong-guan-dumpling-pau-mfr-pte-ltd/
LEE FOOD PTE LTD,Fish & Seafood Products - Wholesalers & Traders,Supplier of seafood products & meat.,,(65) 6443 3732,leefood@singnet.com.sg,https://www.agri-biz.com/company-details/lee-food-pte-ltd/
LEE GUAN CHUAN PTE LTD,Animal Health Products,Lee Guan Chuan Pte Ltd is a national animal-health and pet-products wholesaler providing an extensive range of goods and services to the veterinary market and...,https://leeguanchuan.com,(65) 6793 7561,leeguanchuanpteltd@gmail.com,https://www.agri-biz.com/company-details/lee-guan-chuan-pte-ltd/
LEE HUAT SEAFOOD PTE LTD,Fish & Seafood Products - Importers & Exporters,Nature of Business: We specialised in seafood products from the deep sea only. Processing of products can be customised to customers’ preferences. We are able...,https://leehuatseafood.com,(65) 6262 1393,sales@leehuatseafood.com,https://www.agri-biz.com/company-details/lee-huat-seafood-pte-ltd/
LEE HUAT SEAFOOD SUPPLIER,Fish & Seafood Products - Importers & Exporters,,https://leehuatseafood.com,(65) 6262 1393,sales@leehuatseafood.com,https://www.agri-biz.com/company-details/lee-huat-seafood-supplier/
LEE SAY POULTRY INDUSTRIAL,Chickens - Importers & Exporters,TradingWholesalerProcessing and distributor of all kinds of poultry products,https://leesay.com,(65) 6363 6565,leesay@leesay.com,https://www.agri-biz.com/company-details/lee-say-poultry-industrial/
LEONG HUP DISTRIBUTION PTE LTD,Cold Stores,Importer and distributor of fresh frozen poultry/beef/pork/mutton/vegetable products. Provide warehousing and coldstore facilities and services. Member of MTA,,(65) 6778 1628,sales@lhdist.com.sg,https://www.agri-biz.com/company-details/leong-hup-distribution-pte-ltd/
LEONG HUP FOOD PTE. LTD.,Animals & Birds - Importers & Exporters,"Processing, packaging and distribution of chilled and frozen chicken, beef and lamb productsManufacturer of premium halal small goods such as sausages and hams under SunnyGold...",https://ksbdist.com,(65) 6757 2121,contact@lhfood.com.sg,https://www.agri-biz.com/company-details/leong-hup-food-pte-ltd/
LEONG HUP SINGAPORE PTE. LTD.,Frozen Foods,"Processing, packaging and distribution of chilled and frozen chicken, beef and lamb productsManufacturer of premium halal small goods such as sausages and hams under SunnyGold...",https://leonghupsingapore.com.sg,(65) 6757 2121,contact@lhfood.com.sg,https://www.agri-biz.com/company-details/leong-hup-singapore-pte-ltd/
LIM KEE FOOD MANUFACTURING PTE LTD,Dian Xin,"With more than 30 years of industry experience, Lim Kee Food Manufacturing Pte Ltd is one of Singapore's most established homegrown food manufacturing companies, specialising...",https://limkee.com,(65) 6758 5858,info@limkee.com,https://www.agri-biz.com/company-details/lim-kee-food-manufacturing-pte-ltd/
LOH EE SENG TRADING COMPANY,Fruits & Vegetables - Importers & Exporters,"Importer & exporter of fresh fruits, seasonal fruits, organic products & processed food. We supply to corporate, supermarkets, wet markets, hotels, restaurants, passenger ships, airlines...",https://lesfruit.com.sg,(65) 6778 8256,loheesengles@gmail.com,https://www.agri-biz.com/company-details/loh-ee-seng-trading-company/
MAY TAT PLASTICS PTE LTD,Packaging Materials,"Established in 1969, we specialised in production of plastics packaging product and component parts. We are equipped with skilled know-how in injection, blow moulding processes...",https://maytatplastics.com,(65) 6748 0616,enquiry@maytatplastics.com.sg,https://www.agri-biz.com/company-details/may-tat-plastics-pte-ltd/
