"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"ExportSG","ExportSG est une société d’accompagnement à l’international basé à Singapour,
Nous nous engageons à vos cotés dans la conquête du marché Singapourien, et activons nos réseaux pour vous ouvrir les portes de l’ASEAN, avec des marchés porteurs tels que la Malaisie, l’Indonésie et la Birmanie.
Nous vous proposons une démarche dynamique, « entrepreneuriale » et orientée terrain afin d’établir un diagnostic fiable et une stratégie d’entrée adaptée. Notre expertise du secteur Agro-Alimentaire et notre présence au plus près des acteurs clefs du secteur nous permet d’offrir un programme unique de MARKET VALIDATION. Nous soumettons votre produit à des prospects cibles, récoltons et analysons les résultats. Dans la continuité, nous pouvons honorer les premiers courants d’affaires avant de trouver le meilleur partenaire relais.
L’accompagnement est donc sur-mesure et axé au plus près de vos besoins.
Notre seul objectif est un objectif de résultat.
Votre succès est notre succès!","Wholesale Import and Export","2-10 employees","Self Employed","SINGAPORE","Singapore","exportsg.asia","https://www.linkedin.com/company/exportsg"
,"Deli Food and Beverages Pte. Ltd.","An expert supplier in coffee beans, tea leaves, pastries and biscuits.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/deli-food-and-beverage"
,"Nexus International Export Brokers","We work with companies looking to grow internationally helping them find clients in new export locations. Position your product and find the right agents, distributors or retailers to get your product or service sold. We make entering a new market risk-free and easy.

For businesses looking to expand internationally, our global brokerage services are the perfect solution. We identify potential customers, build relationships with them, and secure the initial deal – allowing you to invest your resources elsewhere without taking any risk. With our help, you can get your global expansion kick-started quickly and efficiently.

Our services save you the time and energy of having to find new international markets yourself. Contact us today to see how we can help you expand your business globally.

We can also undertake Market Evaluation - Research new markets, help you learn about your competition, and position your product to help find the right distributors or outlets to get your product or service sold.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","exportbrokers.net","https://www.linkedin.com/company/nexus-international-export-brokers"
,"Fair Value S Pte Ltd","We offer products from huge brands such as MARS, Nestle, Ferrero, and many more at the best prices.","Wholesale Import and Export","11-50 employees","Self Owned","singapore","Singapore",,"https://www.linkedin.com/company/fair-value-s-pte-ltd"
,"Blue South Business Group","Singapore-registered company that focuses on business between Asia and Latin America.","Wholesale Import and Export","2-10 employees","Self Owned","Singapore, select state","Singapore","bluesouthgroup.com","https://www.linkedin.com/company/blue-south-business-group"
,"East Asia Coffee Trading Company","Bringing ASEAN Coffee to East Asia and beyond.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","eastasiacoffeetrading.com","https://www.linkedin.com/company/east-asia-coffee-trading-company"
,"WIR TRADING","We are distributor of quality beauty product "" DEAD SEA FORTUNE "" from Jordan for SPA,Beauty Store,Hotel and Beauty center in Singapore ,Thailand and SEA.

Please find our product at www.wirtrading.com","Wholesale Import and Export","2-10 employees","Public Company","Singapore","Singapore",,"https://www.linkedin.com/company/wir-trading"
,"HAMILTON INDUSTRIES PTE. LTD.","Everytime you, takeaway /da’bao, pack’et/  your favourite meal, there’s a high chance you’re experiencing Hamilton’s touch. As a trusted brand, our packaging solutions are supporting everything, from your morning kopi to late-night treats.

Whether preserving the warmth and taste of your soup with our eco-friendly containers or adding a dash of elegance to your gourmet takeaways, if it’s packaged, there’s a good chance it’s Hamilton.

Contact us today to see how our solutions can transform your business, or explore our product range on our website. Let’s build a sustainable, successful future together.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","hamilton.com.sg","https://www.linkedin.com/company/hamilton-industries-pte-ltd"
,"A.C.T Hardware",,"Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","acthardware.com.sg","https://www.linkedin.com/company/acthardware"
,"MURSHID SOFTWARE SOLUTIONS PTE. LTD.",,"Wholesale Import and Export","2-10 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/murshid-software-solutions-pte-ltd-"
,"Sea & Sky Trading Pte Ltd","Sea & Sky Trading Pte Ltd established in 2016 deals with Imports & Export of Agriculture Products, Dairy Products, Wood Chips, Industrial Scarp, Packaging Material Scrap and Electronic Waste.","Import and Export","2-10 employees","Privately Held","Bishan, Singapore","Singapore",,"https://www.linkedin.com/company/sea-sky-trading-pte-ltd"
,"Kube Exim PTE LTD","Kube Exim is a trusted partner in the import and export of high-quality cotton, polycotton, and textile fibers from Asia to Latin America. With over 20 years of industry experience, we work directly with leading mills in India, Indonesia, Vietnam, Thailand, and China to deliver high-quality products to our clients in Peru, Colombia, Ecuador, Bolivia, and Mexico. We are committed to building long-term relationships, providing exceptional service, and ensuring a reliable supply chain for our customers.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","kubeexim.com","https://www.linkedin.com/company/kubeexim"
,"AR Trade Pte Ltd","AR TRADE PTE LTD is a General Trading company, based in Singapore. We source, store, and deliver all type of legal goods and products reliably, efficiently and responsibly anywhere in the world. We add value to the global trade with exceptional service and performance across the supply chain. We strengthen market links between producers and end-users and supply our customers with the products and goods they require when and where they need them.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore","artrade.sg","https://www.linkedin.com/company/ar-trade-pte-ltd"
,"Enzo Elite Pte. Ltd.","Welcome to Enzo Elite, the premier supplier of engineering spare parts for the oil and gas industry and beyond. Committed to quality, reliability, and affordability, we proudly serve clients in Singapore and around the globe, offering a comprehensive range of components tailored to enhance efficiency and productivity in various industrial sectors.

Our mission is straightforward: to become the go-to supplier for all industrial equipment needs. We provide a diverse array of products and services to clients in Singapore and beyond, ensuring that our offerings are not only of the highest quality but also affordable. Our commitment to personalized solutions and exceptional service guarantees that our clients have access to cost-effective equipment essential for their operational success.

At the heart of our operations lie our core values:

Versatility: We supply a wide range of equipment to meet the diverse needs of our clients, from standard products to specialized solutions, all at competitive prices.

Resourcefulness: Leveraging our extensive network and industry expertise, we excel at sourcing even the most hard-to-find items at prices that are fair and reasonable.

Reliability: Clients can rely on us to deliver high-quality equipment and exceptional service consistently, without breaking the bank.

Customer Satisfaction: We prioritize exceeding our clients' expectations by offering affordable solutions without compromising on quality, ensuring their utmost satisfaction with every interaction.

Enzo Elite is dedicated to supplying all types of industrial equipment and meeting any client request to the best of our ability, all while maintaining affordability. Our commitment to versatility, customer satisfaction, resourcefulness, responsiveness, collaboration, reliability, and affordability positions us as the preferred partner for industrial equipment solutions in Singapore and beyond.","Wholesale Import and Export","2-10 employees","Privately Held","singapore","Singapore","enzoelitesg.com","https://www.linkedin.com/company/enzo-elite-pte-ltd"
