company_name,category,website,phone,email,description,letter,source,source_url
DENSO TEN SINGAPORE PTE LTD,International Procurement Offices - IPO,,(65) 6773 4933,,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DESTINE ENGINEERING SERVICES PTE LTD,Precision Machining,,(65) 6742 0383,,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DESTON PRECISION ENGRG PTE LTD,Tools & Dies,https://deston.com.sg,(65) 6745 2225,sales@deston.com.sg,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DEVICE ELECTRONICS PTE LTD,Electronic Components,https://devicelect.com,(65) 6288 6455,sales@devicelect.com,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DEX TECHNOLOGIES & SYSTEMS SE ASIA,Battery Chargers,https://cadex.com,(65) 6270 7918,dexsea@singnet.com.sg,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DHL EXPRESS (SINGAPORE) PTE LTD,Courier Services,https://dhl.com.sg,(65) 6880 6060,,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DHL GLOBAL FORWARDING (SINGAPORE) PTE LTD,Freight Forwarding,https://dhl.com,(65) 6542 7668,adrian.shou@dhl.com,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DIAL-TONE INDUSTRIES PTE LTD,Telecommunication Equipment & Products,,(65) 6769 2212,,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DIALOGIC SINGAPORE PTE LTD,Wireless Products & Services,https://dialogic.com,(65) 6407 7376,marketing.asia@dialogic.com,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DID ELECTRONICS (S) PTE LTD,Wire & Cable Harnesses,,(65) 6748 8987,disyy@singnet.com.sg,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DIEBOLD NIXDORF SINGAPORE PTE LTD,Computer Systems,https://wincor-nixdorf.com,(65) 6740 2599,,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DIMENSION DATA ASIA PACIFIC PTE LTD,Data Communications Systems,https://dimensiondata.com,(65) 6517 2000,ask@datacraft-asia.com,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DIRAK ASIA PTE LTD,Security Control Equipment & Systems,,(65) 8770 8592,dirak@dirak.com.sg,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DISCO HI-TEC (S) PTE LTD,Semiconductors,https://discosin.com.sg,(65) 6747 3737,clarence@disco.co.jp,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DISK PRECISION INDUSTRIES PTE LTD,Contract Manufacturing,https://diskprecision.com,(65) 6257 9998,sales@diskprecision.com,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DIXON ELECTRONICS PTE LTD,Capacitors,,(65) 6280 3122,dixon@singnet.com.sg,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DKSH TECHNOLOGY PTE LTD,Instrumentation Systems,https://dksh.com,(65) 6274 1222,technology.sin@dksh.com,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DMG MORI SINGAPORE PTE LTD,Machine Tools,https://dmgmoriseiki.com,(65) 6660 6688,info@dmgmoriseiki.com,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DODOCA INFORMATION TECHNOLOGY (S) PTE LTD,Mobile Applications & Solutions,,(65) 6221Â 3558,info@dodoca.com.sg,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DOS ELECTRONICS PTE LTD,Electronic Components,https://dos.com.sg,(65) 6547 1968,jacklyn@dos.com.sg,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DOU YEE ENTERPRISES (S) PTE LTD,Dispensing Systems,https://douyee.com.sg,(65) 6249 6180,marketing@douyee.com.sg,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DOU YEE TECHNOLOGIES PTE LTD,Ceramic Injection Moulding,https://douyeetech.com,(65) 6444 0218,marketing@douyeetech.com,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DOW CHEMICAL PACIFIC (S) PTE LTD,Plastics - Engineering Thermoplastics Compounds,https://dowplastics.com,(65) 6835 3773,qng@dow.com,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DOXON ENGINEERING PTE LTD,Heat Treatment Services,https://doxon.com.sg,(65) 6542 2777,sales@doxon.com.sg,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DPEX WORLDWIDE EXPRESS (S) PTE LTD,Courier Services,https://dpex.com,(65) 6214 8888,sin.sales@dpex.com,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DREX-CHEM TECHNOLOGIES PTE LTD,Chemicals - Electronic,,(65) 6861 1116,anthony.hoe@drexchem.com.sg,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DURA-METAL (S) PTE LTD,Coils,,(65) 6356 2422,info@durametal.com.sg,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DUTA FREIGHT INTERNATIONAL PTE LTD,Freight Forwarding,https://dutafreight.com,(65) 6377 1221,duta@dutafreight.com,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DYMAX ASIA PACIFIC PTE LTD,Dispensing Systems,https://dymax-ap.com,(65) 6752 2887,cherynnyap@dymax.com,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DYNA-M INDUSTRIAL PTE LTD,Machine Tools,https://dyna-m.com.sg,(65) 6366 6366,enquiry@dyna-m.sg,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
DYNACODE SYSTEMS PTE LTD,"Marking Equipment, Parts & Accessories",https://dynacode.com.sg,(65) 6474 3822,enquiry@dynacode.com.sg,,D,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=D
ESEL PTE LTD,Electronic Equipment & Supplies,https://ese.com.hk,(65) 6908 2850,info@sg.ese-asia.com,"We provide a wide range of test and measurement equipment and repair services to cater for your business needs: AC/DC power supplies, electronic testers, safety/insulation...",E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
E-DIRECT TECHNOLOGIES PTE LTD,Resistors,https://edirect-tech.com,(65) 6566 8102,kelvinsoh@edirect-tech.com,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
E.PAK RESOURCES (S) PTE LTD,Packaging Materials,https://epak.com,(65) 6846 9908,chun.chok@epak.com,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EBARA ENGINEERING SINGAPORE PTE LTD,Dry Vacuum Pump,,(65) 6862 3536,talice.ang@ebara.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EBERTS ELECTRONICS (S) PTE LTD,Electronic Components,https://ebertselectronics.com,(65) 6481 0075,sales@eberts.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EBM-PAPST SEA PTE LTD,Power Supplies,,(65) 6551 3789,,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ECNET LIMITED,E-Commerce Service Providers,https://ecnet.com,(65) 6785 5266,info-sg@ecnet.com,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ECO-WIZ MFG (S) PTE LTD,Assembly Line Equipment,,(65) 6570 0500,,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ECOGREEN TECHNOLOGIES (S) PTE LTD,Heat Sinks,,(65) 6853 3368,,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ECONO ENGINEERING PTE LTD,Precision Machining,https://econo.com.sg,(65) 9112 5839,econo@singnet.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ECQUARIA TECHNOLOGIES PTE LTD,Computer Systems,,(65) 6837 2822,,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ECTIVISE SOLUTIONS PTE LTD,Consultants,https://ectivise.com,(65) 9155 5044,info@ectivise.com,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EDACPOWER ELECTRONICS PTE LTD,Switching Power Supplies,https://edac.com.sg,(65) 6454 7877,jeffrey@edac.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EDGE TECHNOLOGY PTE LTD,Electronic Equipment & Supplies,https://edge-tech.biz,(65) 6841 3483,edgecm1@singnet.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EDGECORE NETWORKS SINGAPORE PTE LTD,Networking Products,https://acctontech.com,(65) 6338 7667,info@acctontech.com,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EDMUND OPTICS SINGAPORE PTE LTD,Optics,https://edmundoptics.com,(65) 6273 6644,vthong@edmundoptics.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EDWARD AUDIO & ELECTRONICS PTE LTD,Audio & Video Accessories,,(65) 6741 1958,,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EETARP ENGINEERING PTE LTD,Engineering Services,https://eetarp.com,(65) 6339 3651,eetarp@pacific.net.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EG INNOVATIONS PTE LTD,E-Commerce Service Providers,,(65) 9738 9832,adan.yap@eginnovations.com,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ELCO ELECTRONICS PTE LTD,Capacitors,,(65) 6484 3321,sales@elcoelect.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ELEC & ELTEK INTERNATIONAL CO LTD,Printed Circuit Boards (PCBs),https://eleceltek.com,(65) 6226 0488,webmaster@eleceltek.com,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ELECT-CHEMICAL & ELECTRONICS PTE LTD,Cable Assemblies,https://elect-chem.com,(65) 6844 6468,sales@elect-chem.com,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ELECTRIC CHANNELLING & ENGINEERING PTE LTD,Electronic Components,,(65) 6392 2722,,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ELECTROLINK SUPPLIES PTE LTD,Electronic Components,https://ebizasialink.com,(65) 6741 8126,elink@po.pacific.net.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ELECTRONIC PROCUREMENT & SALES (S) PTE LTD,Electronic Components,,(65) 6748 7364,eps2000@singnet.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ELECTRONIC SYNERGIES (S) PTE LTD,Wires & Cables,https://esynergies.com.sg,(65) 6742 1930,sales@esynergies.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ELECTRONIC TEST INSTRUMENTS MARKETING & SERVICES,Electronic Instruments - Measuring,https://etims.com.sg,(65) 6282 1522,etims@mbox3.singnet.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ELEMENT14 PTE LTD,Electronic Components,https://element14.com,(65) 6788 0200,sg-technical@element14.com,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ELLIPSIZ COMMUNICATIONS PTE LTD,Communication Systems,,(65) 6518 2200,,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ELLIPSIZ LTD,Semiconductor Wafer Fabrication & Testing Equipment,https://ellipsiz.com,(65) 6518 2200,,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ELMA ASIA PACIFIC PTE LTD,Electronic Components,,(65) 6479 8552,sales@elma.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ELMS INDUSTRIAL PTE LTD,Recycling - Electronics/Computer Scrap,https://elms.com,(65) 6861 8880,elms@elms.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ELSHIN INTERNATIONAL PTE LTD,Industrial Automation Equipment,https://elshin.com,(65) 6286 7707,elshin@singnet.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ELTRON INTERCONNECTION SYSTEM PTE LTD,Wire & Cable Harnesses,https://eltron-interconnect.net,(65) 6747 2422,sales@eltron-interconnect.net,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EMERGES-LITE PTE LTD,Electronic Components,https://emerges.com.sg,(65) 6749 6818,cabling@emerges.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EMERIO GLOBESOFT PTE LTD,E-Commerce Service Providers,,(65) 6349 2999,,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EMERSON AUTOMATION SOLUTIONS,Electronics Design Automation,,(65) 6777 8211,,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EMS METROLOGY & SERVICES,Calibration Services,https://emsmetrology.com.sg,(65) 6753 7898,sales@emsmetrology.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ENDELA TRADING & MANUFACTURING PTE LTD,Fasteners,,(65) 6702 4669,customersupport@endela.com,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ENERGIZER SINGAPORE PTE LTD,Batteries,https://energizer.com.sg,(65) 6861 1411,sgsales@energizer.com,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ENG SHENG PRODUCTS PTE LTD,AC Adaptors,https://engshengproducts.com,(65) 6769 7500,engpeter@engshengproducts.com,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ENGE PLAS AUTOMATION (S) PTE LTD,Pneumatic Equipment Components,https://engeplas.com,(65) 6343 1911,sales@engeplas.com,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ENGENIUS NETWORKS SINGAPORE PTE LTD,Wireless Products & Services,https://engeniustech.com.sg,(65) 6227 1088,inquiry@engeniustech.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ENGENIUS TECHNOLOGIES SINGAPORE PTE LTD,Wireless Products & Services,https://senao.com.sg,(65) 6227 1088,inquiry@senao.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ENGINEERING COMPUTER SERVICES (S) PTE LTD,Computer Software - CAD/CAM/CAE/PLM,https://ecss.com.sg,(65) 6295 3566,sales@ecss.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ENTRUST NETWORK SERVICES PTE LTD,IT Solutions & Applications,,(65) 6513 2700,,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
ENVIRO-HUB HOLDINGS LTD,Recycling - Electronics/Computer Scrap,https://enviro-hub.com,(65) 6863 2100,info@enviro-hub.com,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EOS SINGAPORE PTE LTD,3D Printing Systems & Solutions,https://eos.info,(65) 6430 0463,stephanie.cheong@eos.info,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EPAN INDUSTRIES (PTE) LTD,Cable Assemblies,https://epanwire.com.sg,(65) 6569 9100,epanwire@singnet.com.sg,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
EPCOT DESIGN ENGINEERING PTE LTD,Prototyping - Plastic,,(65) 6254 3492,,,E,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=E
FISCHER INSTRUMENTATION (S) PTE LTD,Metrology Instruments,https://helmut-fischer.com,(65) 6276 6776,singapore@helmutfischer.com,"Founded in 1953, Helmut Fischer is an innovative leader in supplying measurement technology and automation solutions. Helmut Fischer Global is distinguished by its high-value products...",F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FLOWTEK ENGINEERING PTE LTD,Engineering Services,,(65) 6352 8732,sales@flowtek.com.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
F.T. INDUSTRIAL SUPPLIES (PTE) LTD,Computer Memory Modules & Memory Upgrade,,(65) 6382 3233,sales@ftis.com.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FA SYSTEMS AUTOMATION (S) PTE LTD,Assembly Line Equipment,https://fasystems.com.sg,(65) 6546 2775,sales@fasystems.com.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FACTRONICS SYSTEMS ENGINEERING PTE LTD,System Integrators,https://factronics.com.sg,(65) 6468 2022,sales@factronics.com.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FAGERDALA SINGAPORE PTE LTD,Packaging Materials,,(65) 6379 5000,,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FAIR-RITE ASIA PTE LTD,Ferrite Cores,https://fair-rite.com,(65) 6846 1998,sales@fair-rite.com.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FAIRCHILD SEMICONDUCTOR ASIA PACIFIC PTE LTD,Semiconductors,https://fairchildsemi.com,(65) 6496 8888,,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FAIRCHILD SEMICONDUCTOR PTE LTD,Integrated Circuits (ICs),https://fairchildsemi.com,(65) 6496 8888,,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FANSIDA FAR EAST PTE LTD,Tools & Dies,https://fansida.com,(65) 6841 1111,fansida@pacific.net.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FARCON SINGAPORE PTE LTD,Adhesives & Encapsulants,https://farcon.com.sg,(65) 6285 1933,admin@farcon.com.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FAST AND SAFE TECHNOLOGY PTE LTD,Security Control Equipment & Systems,https://fastnsafe.com,(65) 9875 1959,easysafe@fastnsafe.com,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FASTRACK PTE LTD,Tools & Dies,https://insis.com,(65) 6484 4201,fastrack@pacific.net.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FAULHABER ASIA PACIFIC PTE LTD,Motors,https://faulhaber.com,(65) 6562 8270,info@faulhaber.com.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FC MEASUREMENT & CONTROLS PTE LTD,Testing & Measuring Instruments,https://furness-controls.com,(65) 6262 4333,inquiry@meascon.com,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FDK SINGAPORE PTE LTD,Electronic Components,https://fdk.com,(65) 6472 2328,,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FEDERAL COMPONENTS PTE LTD,Electronic Components,https://federalcomponent.com,(65) 6293 8983,componmt@singnet.com.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FEI COMPANY OF USA (S.E.A.) PTE LTD,Nano Technology & Inspection,https://fei.com,(65) 6272 0050,,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FEINMETALL SINGAPORE PTE LTD,Tools - Cutting,https://feinmetall.com,(65) 6817 8764,sales@sg.feinmetall.com,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FERROTEC CORPORATION SINGAPORE PTE LTD,Semiconductor Materials,https://ferrotec.com.sg,(65) 6233 7733,info@ferrotec.com.sg,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FFM SERVICES PTE LTD,Jigs & Fixtures,https://ffmsvcs.com.sg,(65) 6275 1198,sales@ffmsvcs.com.sg,We design and fabricate your electronics manufacturing process jigs and fixtures to provide smooth productive processes. Whether you need it to be made of anti-static...,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FIBEROPTO ASIA PTE LTD,Fibre Optics,https://fiberopto.com,(65) 6684 6866,sales@fiberopto.com,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
FIBERTEK PTE LTD,Fibre Optics,https://fibertek-ap.com,(65) 6280 1966,sales@fibertek-ap.com,,F,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=F
