company_name,address,postal_code,tel,fax,email,website,description,source_url
Chun Cheng Fishery Enterprise Pte Ltd,No.1 Fishery Port RoadSingapore 619729,619729,+65 6266 6566,+65 6266 6966,sales@chuncheng.com,http://www.chuncheng.com/,"Chun Cheng Fishery was founded in 1994. The company has gone a long way from its humble beginning to become one of Singapore's leading processors, exporters and distributors of frozen fish and seafood products worldwide. Chun Cheng Fishery offers generic (non-labelled) products and private labels (contract processing) by working closely with processing companies, wholesalers, distributors, supermarkets, caterers & retailers. The company processes frozen fish for consumers in the US, Japan, Korea",https://www.sfma.org.sg/member/info.php?cid=chun-cheng-fishery-enterprise-pte-ltd
Chung Hwa Food Industries Pte Ltd,3017 Bedok North St 5 #03-26 Gourmet East KitchenSingapore 486121,486121,+65 6481 3300,+65 6449 5058,linhaolun@chunghwa.com.sg,http://www.chunghwa.com.sg/,"Chung Hwa Food Industries Pte Ltd (CH) was established in Singapore during the early 1940's, and continues to enjoy a rich heritage in the manufacturing of Singaporean sauces, pastes and condiments. Given the increasingly sophisticated palettes of consumers, CH has since diversified its product offerings by being a sole importer and distributor of premium Taiwanese food products, such as Pai Chia Chen Fruit Vinegar, Jiang Ji Fermented Beancurd, Sunright Foods, Taiwan Tobacco and Liquor Corporati",https://www.sfma.org.sg/member/info.php?cid=chung-hwa-food-industries-pte-ltd
City Satay (Food Industries) Pte Ltd,3017 Bedok North St 5 #05-10 Gourmet East KitchenSingapore 486121,486121,+65 6445 3422,+65 6444 3787,order@bbqcity.com.sg,https://www.citysatay.com/,"At City Satay, we place great emphasis on strict quality control as we maintain the freshness and high quality standards of our products. City Satay with subsidiary, City Foods Industries Pte Ltd, is the largest satay distributor in Singapore. We supply a wide range of BBQ food and also services for corporate events and private functions.",https://www.sfma.org.sg/member/info.php?cid=city-satay-food-industries-pte-ltd
CJ Engineering Solutions Pte Ltd,3015 Ubi Road 1 #04-258Singapore 408704,408704,+65 8222 0777,-,andyc@cjens.com,-,"With the commitment of 'Excellence In Reliability', CJ Engineering Solutions offers compressed air system solutions that delivers uninterrupted supply of compressed air to meet production requirement. Regardless the operating environment, production needs or plans for system improvement, we have a solution. Backed by reliable technical services support and experience in system integration, quality solutions can be delivered in cost effective ways. Providing rental option that offers flexibility ",https://www.sfma.org.sg/member/info.php?cid=cj-engineering-solutions-pte-ltd
CMY Food Industries Pte Ltd,3017 Bedok North St 5 #06-28 Gourmet East KitchenSingapore 486121,486121,+65 6448 3325,+65 6448 7466,info@cmyfood.com,http://www.cmyfood.com/,"CMY's pride is our prized satay, which are made from premium-grade meat, and served with ketupat rice and satay gravy. We also have an expansive menu that includes otahs and BBQs, delicious appetizers, succulent seafood, main course dishes, salads and dessert, all cleanly prepared from the freshest ingredients and with an excellent presentation. We also regularly provide buffet catering services and on-site bbq catering for different kinds of occasions.",https://www.sfma.org.sg/member/info.php?cid=cmy-food-industries-pte-ltd
Cocoba Pte Ltd,15 Senoko Drive #06-07 JTC Food Hub @ SenokoSingapore 758202,758202,-,-,agnes.fong@eatirvins.com,https://www.eatirvins.com,"Manufacturer of Irvins brand chips, crackers and other titbits.",https://www.sfma.org.sg/member/info.php?cid=cocoba-pte-ltd
Coffeehock (2006) Pte Ltd,15 Woodlands Loop #03-06Singapore 738322,738322,+65 6257 0889,+65 6250 3783,enquiry@coffeehock.com.sg,http://www.coffeehock.com.sg/,"Coffeehock is a local coffee powder manufacturer in Singapore which has a passion for providing quality coffee at its best value. At Coffeehock, we strongly believe that the local coffee scene in Singapore is irreplaceable as it has grown into part of Singapore's unique culture. The founder of Coffeehock, Mr Ong, has been in the coffee industry for over a decade. He started manufacturing ground coffee powder in 1996 under the name, Coffeehock Trading in a small shophouse at Sin Ming Road supplyi",https://www.sfma.org.sg/member/info.php?cid=coffeehock-2006-pte-ltd
Continental Palms Pte Ltd,460 Alexandra Rd #05-01 mTowerSingapore 119963,119963,+65 6384 5241,+65 6384 5141,askme@continentalpalms.com.sg,http://www.palmtop.com.my/,"Continental Palms Pte Ltd, as the Singapore marketing arm of Palmtop Sdn Bhd located in Malaysia, provides integrated support in terms of market intelligence and distribution in the Edible Oils & Fats industry. Led by our Executive Chairman with more than 40 years of experience, the team provides an additional value in terms of understanding consumer needs in consumer marketing, branding and merchandising of various consumer-packed products in domestic and international markets. Our group has 5 ",https://www.sfma.org.sg/member/info.php?cid=continental-palms-pte-ltd
Cowpressocoffee Pte Ltd,21 Lorong Kilat #01-07Singapore 598123,598123,+65 8550 8143,-,hello@cowpressocoffee.sg,https://www.cowpressocoffee.sg,"Cowpresso Coffee Roasters is a specialty & commercial coffee roastery that aims to make high-quality coffee accessible and sustainable. We offer a variety of products including roasted beans by the tons, coffee machines, grinders, and brewing gear. Cowpresso also provides services like coffee machine repair and OEM private labeling. They emphasize a community-centered approach, offering a one-stop coffee experience and even hosting coffee workshops and coffee carts. Commercial & Specialty Grade ",https://www.sfma.org.sg/member/info.php?cid=cowpressocoffee-pte-ltd
Creative Culinaire Academy Pte Ltd,17 Eng Hoon St #01-03 Eng Hoon MansionsSingapore 169767,169767,+65 8511 6487,-,hello@creativeculinaire.com,https://www.creativeculinaire.com/,"Established in 2000, Creative Culinaire has been spreading and sharing the love and joy of baking with its students. With a strong team of Chefs with commercial industry experiences and led by Principal Chef Judy, Creative Culinaire soared and is recognised for their strong theoretical and practical knowledge, and the variety of interesting modules catered to all skills levels from beginners to professionals. Creative Culinaire, a fully equipped academy, developed modules with a focus on bakery ",https://www.sfma.org.sg/member/info.php?cid=creative-culinaire-academy-pte-ltd
Crème Works Pte Ltd,1 Woodlands Height #04-06Singapore 737859,737859,+65 6250 9952,-,jackson@carraracafesg.com,https://www.carraracafesg.com/,"Food Manufacturing, Food Services. Manufacturing Of Bakery & Flour Confectionery, Powder Premix, Ice Cream & Yogurt.",https://www.sfma.org.sg/member/info.php?cid=crème-works-pte-ltd
Cremeland Pte Ltd,1007 Aljunied Ave 4 #01-17Singapore 389908,389908,+65 6742 4668,+65 6742 4778,admin@cremeland.com.sg,https://www.cremeland.com.sg/,"Mr Andrew Chan, Director of Cremeland Pte Ltd since 2006, has been working as a chef in food & beverages industries for more than 19 years and has received multiple rewards from various organizations for his culinary skills. Using his own recipe, he successfully created a range of popular salad dressing products. His salad dressing uniqueness lies in reducing moisture movement while retaining the rich consistence taste after tossing with salad. He believes the need to never compromise on quality",https://www.sfma.org.sg/member/info.php?cid=cremeland-pte-ltd
Cremer Sustainable Foods Pte Ltd,21 Tuas West Drive #02-01Singapore 638411,638411,+65 6679 1822,-,hello@cremer.com.sg,https://www.cremer.de/,"Cremer Sustainable Foods Pte Ltd (CSF), is a joint venture between Nurasa (a wholly owned subsidiary of Temasek) and Cremer Nutrition, offers contract development and manufacturing organizational (CDMO) capabilities for plant-based alternatives proteins. We are one of the few OEM manufacturers of alternative protein in Asia. Our 1000+ sqm manufacturing facility produces 1,300 tonnes of plant-based products per year. CSF aims to support companies to scale their production to commercial level. By ",https://www.sfma.org.sg/member/info.php?cid=cremer-sustainable-foods-pte-ltd
Crown Pacific Beverage Pte Ltd,26 Tuas Ave 12Singapore 639042,639042,+65 6861 0717,+65 6861 0771,feedback@chiatai.com.sg,-,"Crown Pacific Beverage Pte Ltd is the managing company for the sale and distribution of Meiji dairy products (Milk, Yogurt, Bulgaria, Paigen, Ice Cream etc.) in Singapore.",https://www.sfma.org.sg/member/info.php?cid=crown-pacific-beverage-pte-ltd
Culinova Pte Ltd,60 Paya Lebar Road #09-18 Paya Lebar SquareSingapore 409051,409051,-,-,fiona@culinova.sg,-,Kitchen Appliances,https://www.sfma.org.sg/member/info.php?cid=culinova-pte-ltd
Cuppachoice International Pte Ltd,15 Jalan Tepong #04-04 Jurong Food HubSingapore 619336,619336,+65 6897 2822,+65 6264 7718,enquiry@cuppachoice.com,https://www.cuppachoice.com/,"Our company was established in mid 1980s as a coffee wholesaler and coffee distributor providing a one-stop service in all aspects of our business and had since grown to a coffee trading company that is known as a supplier of coffee beans, coffee powder, tea dust and coffee-roasting services and other coffee complementary products.",https://www.sfma.org.sg/member/info.php?cid=cuppachoice-international-pte-ltd
CW Alliance Holdings Pte Ltd,114 Lavender Street #09-87 CT Hub 2Singapore 338729,338729,+65 6327 1813,+65 6327 1839,admin@cwalliance.com.sg,https://www.cwalliance.com.sg,"CW Alliance Holdings is an importer, exporter and distributor of Fast-Moving Consumer Goods (FMCG) headquartered in Singapore. Its management team leverages on more than 20 years of experience in product sourcing and consolidation management in the FMCG industry. Our extensive product range through our House Brands – Linkz, Royal Garden, Royal Sun, Royal Ocean, Golden Garden, deliver high quality food and beverage products to the marketplace – Olive Oil, Beverages, Confectionery, Meat, Fish, Can",https://www.sfma.org.sg/member/info.php?cid=cw-alliance-holdings-pte-ltd
D.A. Foods Industries Pte Ltd,16 Senoko WaySingapore 758038,758038,+65 6756 8173,+65 6756 4928,gohjialong@dafoods.com.sg,-,D.A. Foods is the largest duck abattoir in Singapore with a longstanding history of providing quality and affordable poultry. It has also a frozen food chain boasting a wide range of meats including pork and chicken.,https://www.sfma.org.sg/member/info.php?cid=da-foods-industries-pte-ltd
Dapoer Peg Pte Ltd,20 Cecil Street #01-07Singapore 049705,049705,+65 8012 3491,-,peg@dapoerpeg.com,https://www.dapoerpeg.com,"Dapoer Peg is an innovative food brand that brings the warmth and authenticity of Indonesian dishes with an elevated, modern presentation which suit locals. Our menu draws inspiration from both local and authentic Indo flavors, providing busy CBD professionals with a fast yet wholesome dining option without compromising on quality and taste. From gourmet local dishes such as Mee Soto and Ayam Lengkuas (Fried Chicken) to fusion creations like nasi liwet, Dapoer Peg is designed to captivate and sa",https://www.sfma.org.sg/member/info.php?cid=dapoer-peg-pte-ltd
Dawood Flour Mill & Provision Pte Ltd,3017 Bedok North Street 5 #06-02 Gourmet East KitchenSingapore 486121,486121,+65 6445 0733 / +65 6445 0739,+65 6245 8706,dawoodspices786@gmail.com,https://www.dawoodspices.com/,"Manufacturer of all types of curry and spice powders. Specialising in providing grinding and packing for all types of cereals, herbs and spices for retail, wholesale and contract purposes. Wholesaler dealing in provision goods.",https://www.sfma.org.sg/member/info.php?cid=dawood-flour-mill-n-provision-pte-ltd
DBS Bank Ltd,"SME Banking / Institutional Banking Group 12 Marina Boulevard #43-03, MBFC Tower 3Singapore 018982",018982,-,-,-,https://www.dbs.com.sg/,,https://www.sfma.org.sg/member/info.php?cid=dbs-bank-ltd
DC Spirits & Beverages Pte Ltd,178 Paya Lebar Road #03-01Singapore 409030,409030,+65 6814 0308,-,selvam@dcspirits.com.sg,https://www.dcspirits.com.sg,"For more than 20 years, DC Spirits & Beverages has been setting the benchmark for excellence. Crafting premium spirits requires time, dedication, and an unwavering commitment to quality. Creativity is key in how we present and market each brand. The outcome is a portfolio of spirit brands celebrated worldwide for their uniqueness and superior quality.",https://www.sfma.org.sg/member/info.php?cid=dc-spirits-n-beverages-pte-ltd-
DeliveryChinatown Pte Ltd,38 Jln Pemimpin M38 #03-04Singapore 577178,577178,+65 9866 6100,-,sales@deliverychinatown.com,https://www.deliverychinatown.com/,"Food Delivery Service, F&B Tech Solution",https://www.sfma.org.sg/member/info.php?cid=deliverychinatown-pte-ltd
